,temperatureMin,apparentTemperatureMinTime,temperatureHighTime,apparentTemperatureMin,time,dewPoint,apparentTemperatureHighTime,uvIndex,temperatureLowTime,apparentTemperatureMaxTime,apparentTemperatureLowTime,sunriseTime,windBearing,apparentTemperatureLow,icon,cloudCover,sunsetTime,temperatureMaxTime,uvIndexTime,windSpeed,temperatureMinTime,apparentTemperatureHigh,humidity,temperatureMax,apparentTemperatureMax,moonPhase,temperatureLow,summary,temperatureHigh
0,40.62,1543759200,1543791600,40.62,1543730400,45.14,1543791600,8,1543842000,1543791600,1543842000,1543756590,289,38.96,clear-day,0.02,1543796032,1543791600,1543777200,2.48,1543759200,72.57,0.74,72.57,72.57,0.86,38.96,Foggy in the morning.,72.57
0,45.6,1544360400,1544396400,45.6,1544335200,52.87,1544396400,6,1544450400,1544396400,1544450400,1544361643,232,45.74,partly-cloudy-day,0.36,1544400909,1544396400,1544378400,1.07,1544360400,70.35,0.81,70.35,70.35,0.09,45.74,Foggy in the morning.,70.35
0,46.22,1544360400,1544396400,46.22,1544335200,53.01,1544396400,6,1544450400,1544396400,1544450400,1544361646,230,46.32,partly-cloudy-day,0.36,1544400910,1544396400,1544378400,1.06,1544360400,71.18,0.79,71.18,71.18,0.09,46.32,Foggy in the morning.,71.18
0,47.34,1545141600,1545170400,47.34,1545112800,46.77,1545170400,6,1545224400,1545170400,1545224400,1545139589,230,41.74,partly-cloudy-day,0.63,1545178755,1545170400,1545159600,1.72,1545141600,77.04,0.6,77.04,77.04,0.37,41.74,Mostly cloudy throughout the day.,77.04
0,35.67,1545390000,1545429600,35.61,1545372000,22.81,1545429600,7,1545483600,1545429600,1545483600,1545398884,125,31.65,clear-day,0.0,1545438030,1545429600,1545418800,2.54,1545400800,75.77,0.4,75.77,75.77,0.48,31.65,Clear throughout the day.,75.77
0,36.22,1545390000,1545429600,35.75,1545372000,22.8,1545429600,7,1545483600,1545429600,1545483600,1545398879,124,32.0,clear-day,0.0,1545438036,1545429600,1545418800,2.59,1545400800,76.02,0.4,76.02,76.02,0.48,32.0,Clear throughout the day.,76.02
0,29.96,1545490800,1545519600,29.96,1545458400,26.74,1545519600,8,1545573600,1545519600,1545573600,1545485285,205,31.99,clear-day,0.03,1545524427,1545519600,1545505200,1.9,1545490800,74.39,0.49,74.39,74.39,0.51,31.99,Partly cloudy throughout the day.,74.39
0,32.26,1545573600,1545606000,32.26,1545544800,28.74,1545606000,8,1545656400,1545606000,1545656400,1545571720,122,40.93,clear-day,0.1,1545610860,1545606000,1545591600,2.3,1545573600,76.47,0.46,76.47,76.47,0.55,40.93,Clear throughout the day.,76.47
0,50.81,1545832800,1545861600,50.81,1545804000,47.88,1545861600,7,1545919200,1545861600,1545919200,1545831014,241,41.64,partly-cloudy-day,0.64,1545870191,1545861600,1545850800,2.44,1545832800,78.91,0.6,78.91,78.91,0.67,41.64,Mostly cloudy throughout the day.,78.91
0,39.68,1546351200,1546376400,39.68,1546322400,43.7,1546376400,6,1546437600,1546376400,1546437600,1546349498,141,43.74,partly-cloudy-day,0.65,1546388741,1546376400,1546369200,1.37,1546351200,67.44,0.71,67.44,67.44,0.88,43.74,Foggy in the morning.,67.44
0,40.56,1546347600,1546383600,40.56,1546322400,43.26,1546383600,6,1546437600,1546383600,1546437600,1546349544,180,45.17,partly-cloudy-day,0.65,1546388794,1546383600,1546369200,2.15,1546347600,73.43,0.65,73.43,73.43,0.88,45.17,Foggy in the morning.,73.43
0,43.38,1546437600,1546466400,43.38,1546408800,44.32,1546466400,6,1546524000,1546466400,1546524000,1546435907,333,43.47,partly-cloudy-day,0.74,1546475181,1546466400,1546455600,1.39,1546437600,68.71,0.7,68.71,68.71,0.91,43.47,Mostly cloudy throughout the day.,68.71
0,44.47,1546520400,1546552800,44.02,1546495200,41.24,1546552800,7,1546610400,1546552800,1546610400,1546522372,241,45.58,partly-cloudy-day,0.71,1546561650,1546552800,1546542000,2.62,1546524000,76.0,0.54,76.0,76.0,0.94,45.58,Mostly cloudy throughout the day.,76.0
0,44.26,1546524000,1546552800,44.26,1546495200,40.67,1546552800,7,1546610400,1546552800,1546610400,1546522318,272,45.48,partly-cloudy-day,0.71,1546561597,1546552800,1546542000,1.56,1546524000,74.11,0.54,74.11,74.11,0.94,45.48,Mostly cloudy throughout the day.,74.11
0,42.86,1546524000,1546552800,42.86,1546495200,40.91,1546552800,7,1546610400,1546552800,1546610400,1546522324,271,43.96,partly-cloudy-day,0.71,1546561618,1546552800,1546542000,1.61,1546524000,69.67,0.6,69.67,69.67,0.94,43.96,Mostly cloudy throughout the day.,69.67
0,43.64,1546524000,1546552800,43.64,1546495200,41.03,1546552800,7,1546610400,1546552800,1546610400,1546522338,260,44.81,partly-cloudy-day,0.71,1546561617,1546552800,1546542000,1.66,1546524000,71.74,0.58,71.74,71.74,0.94,44.81,Mostly cloudy throughout the day.,71.74
0,52.94,1548252000,1548291600,52.94,1548223200,47.71,1548291600,8,1548338400,1548291600,1548338400,1548250465,268,42.04,partly-cloudy-day,0.15,1548290463,1548291600,1548273600,2.27,1548252000,80.94,0.64,80.94,80.94,0.61,42.04,Foggy in the morning.,80.94
0,51.16,1548252000,1548291600,51.16,1548223200,47.05,1548291600,8,1548338400,1548291600,1548338400,1548250456,250,41.07,partly-cloudy-day,0.16,1548290442,1548291600,1548273600,3.53,1548252000,79.36,0.65,79.36,79.36,0.61,41.07,Foggy in the morning.,79.36
0,41.99,1548338400,1548370800,41.99,1548309600,40.43,1548370800,9,1548424800,1548370800,1548424800,1548336855,311,47.71,clear-day,0.03,1548376902,1548370800,1548356400,1.73,1548338400,81.55,0.49,81.55,81.55,0.65,47.71,Partly cloudy throughout the day.,81.55
0,45.4,1548424800,1548453600,45.4,1548396000,39.98,1548453600,6,1548511200,1548453600,1548511200,1548423212,265,43.68,partly-cloudy-day,0.45,1548463294,1548453600,1548442800,3.5,1548424800,74.96,0.48,74.96,74.96,0.69,43.68,Mostly cloudy throughout the day.,74.96
0,44.57,1548424800,1548453600,44.57,1548396000,42.33,1548453600,6,1548511200,1548453600,1548511200,1548423211,276,42.07,partly-cloudy-day,0.45,1548463315,1548453600,1548442800,2.38,1548424800,70.91,0.57,70.91,70.91,0.69,42.07,Mostly cloudy throughout the day.,70.91
0,46.75,1548424800,1548457200,46.75,1548396000,40.71,1548457200,6,1548511200,1548457200,1548511200,1548423238,270,44.9,partly-cloudy-day,0.45,1548463322,1548457200,1548442800,3.27,1548424800,78.61,0.46,78.61,78.61,0.69,44.9,Mostly cloudy throughout the day.,78.61
0,43.58,1548511200,1548532800,43.58,1548482400,37.29,1548532800,9,1548597600,1548532800,1548594000,1548509585,270,33.07,partly-cloudy-day,0.22,1548549734,1548532800,1548529200,3.96,1548511200,73.59,0.48,73.59,73.59,0.72,33.63,Partly cloudy throughout the day.,73.59
0,41.82,1548770400,1548806400,41.82,1548741600,32.8,1548806400,9,1548856800,1548806400,1548856800,1548768795,275,39.02,clear-day,0.01,1548809097,1548806400,1548788400,3.44,1548770400,81.03,0.38,81.03,81.03,0.82,39.02,Clear throughout the day.,81.03
0,41.28,1548770400,1548806400,41.28,1548741600,31.09,1548806400,9,1548856800,1548806400,1548856800,1548768784,274,38.27,clear-day,0.01,1548809075,1548806400,1548788400,3.44,1548770400,79.46,0.37,79.46,79.46,0.82,38.27,Clear throughout the day.,79.46
0,44.34,1549116000,1549148400,44.34,1549087200,35.6,1549148400,9,1549202400,1549148400,1549202400,1549114322,273,43.32,partly-cloudy-day,0.31,1549154843,1549148400,1549134000,3.36,1549116000,80.76,0.41,80.76,80.76,0.95,43.32,Partly cloudy throughout the day.,80.76
0,40.52,1549202400,1549234800,40.52,1549173600,33.38,1549234800,8,1549288800,1549234800,1549278000,1549200654,277,42.13,partly-cloudy-day,0.19,1549241238,1549234800,1549220400,1.85,1549202400,71.18,0.45,71.18,71.18,0.98,43.84,Partly cloudy throughout the day.,71.18
0,51.32,1549976400,1550012400,51.32,1549951200,41.23,1550012400,9,1550062800,1550012400,1550062800,1549978026,263,50.53,partly-cloudy-day,0.23,1550019144,1550012400,1550001600,3.83,1549976400,81.48,0.48,81.48,81.48,0.26,50.53,Partly cloudy throughout the day.,81.48
0,50.22,1550062800,1550098800,50.22,1550037600,43.26,1550098800,11,1550152800,1550098800,1550152800,1550064387,263,50.05,partly-cloudy-day,0.19,1550105569,1550098800,1550084400,4.33,1550062800,81.3,0.48,81.3,81.3,0.29,50.05,Partly cloudy throughout the day.,81.3
0,50.11,1550062800,1550098800,50.11,1550037600,44.16,1550098800,11,1550152800,1550098800,1550152800,1550064386,249,52.6,partly-cloudy-day,0.19,1550105568,1550098800,1550084400,3.27,1550062800,80.99,0.49,80.99,80.99,0.29,52.6,Partly cloudy throughout the day.,80.99
0,52.16,1550152800,1550185200,52.16,1550124000,47.55,1550185200,11,1550239200,1550185200,1550239200,1550150794,279,50.77,clear-day,0.05,1550192045,1550185200,1550170800,4.34,1550152800,83.09,0.53,83.09,83.09,0.33,50.77,Partly cloudy throughout the day.,83.09
0,46.88,1550329200,1550358000,46.88,1550296800,45.11,1550358000,11,1550412000,1550358000,1550412000,1550323469,271,50.23,clear-day,0.0,1550364855,1550358000,1550343600,2.73,1550329200,85.07,0.48,85.07,85.07,0.4,50.23,Clear throughout the day.,85.07
0,47.09,1550329200,1550358000,47.09,1550296800,45.39,1550358000,11,1550412000,1550358000,1550412000,1550323470,262,50.01,clear-day,0.0,1550364866,1550358000,1550343600,2.81,1550329200,84.93,0.49,84.93,84.93,0.4,50.01,Clear throughout the day.,84.93
0,48.66,1550329200,1550358000,48.66,1550296800,46.29,1550358000,11,1550412000,1550358000,1550412000,1550323514,303,51.77,clear-day,0.0,1550364899,1550358000,1550343600,2.34,1550329200,89.19,0.46,89.19,89.19,0.4,51.77,Clear throughout the day.,89.19
0,47.3,1550329200,1550358000,47.3,1550296800,45.36,1550358000,11,1550412000,1550358000,1550412000,1550323469,262,50.25,clear-day,0.0,1550364865,1550358000,1550343600,2.81,1550329200,85.92,0.48,85.92,85.92,0.4,50.25,Clear throughout the day.,85.92
0,48.42,1550581200,1550617200,48.42,1550556000,44.19,1550617200,11,1550671200,1550617200,1550671200,1550582555,285,44.69,clear-day,0.11,1550624139,1550617200,1550602800,2.96,1550581200,77.44,0.54,77.44,77.44,0.52,44.69,Partly cloudy throughout the day.,77.44
0,43.54,1550671200,1550700000,43.54,1550642400,40.79,1550700000,11,1550743200,1550700000,1550743200,1550668922,258,48.99,clear-day,0.02,1550710581,1550700000,1550689200,2.64,1550671200,77.2,0.53,77.2,77.2,0.56,48.99,Clear throughout the day.,77.2
0,52.61,1551110400,1551135600,52.61,1551074400,37.19,1551135600,9,1551186000,1551135600,1551186000,1551100757,287,51.41,partly-cloudy-day,0.64,1551142749,1551135600,1551121200,2.83,1551110400,86.97,0.31,86.97,86.97,0.74,51.41,Mostly cloudy throughout the day.,86.97
0,51.84,1551110400,1551135600,51.84,1551074400,36.53,1551135600,9,1551186000,1551135600,1551186000,1551100756,285,49.65,partly-cloudy-day,0.64,1551142742,1551135600,1551121200,4.22,1551110400,86.47,0.32,86.47,86.47,0.74,49.65,Mostly cloudy throughout the day.,86.47
0,49.46,1551186000,1551222000,49.46,1551160800,38.82,1551222000,12,1551265200,1551222000,1551265200,1551187074,273,57.8,partly-cloudy-day,0.15,1551229141,1551222000,1551207600,3.29,1551186000,83.32,0.39,83.32,83.32,0.77,57.8,Clear throughout the day.,83.32
0,56.59,1551279600,1551315600,56.59,1551247200,40.56,1551315600,12,1551362400,1551315600,1551362400,1551273472,274,49.94,clear-day,0.0,1551315597,1551315600,1551294000,3.9,1551279600,88.81,0.37,88.81,88.81,0.8,49.94,Clear throughout the day.,88.81
0,56.39,1551279600,1551315600,56.39,1551247200,40.16,1551315600,12,1551362400,1551315600,1551362400,1551273457,273,49.55,clear-day,0.0,1551315582,1551315600,1551294000,3.96,1551279600,87.76,0.37,87.76,87.76,0.8,49.55,Clear throughout the day.,87.76
0,55.38,1551279600,1551308400,55.38,1551247200,39.96,1551308400,12,1551362400,1551308400,1551362400,1551273416,263,49.35,clear-day,0.0,1551315544,1551308400,1551294000,3.24,1551279600,83.53,0.39,83.53,83.53,0.8,49.35,Clear throughout the day.,83.53
0,53.19,1551445200,1551470400,53.19,1551420000,34.55,1551470400,12,1551531600,1551470400,1551531600,1551446137,274,53.65,clear-day,0.0,1551488399,1551470400,1551466800,3.05,1551445200,84.06,0.34,84.06,84.06,0.86,53.65,Clear throughout the day.,84.06
0,53.27,1552395600,1552431600,53.27,1552370400,45.88,1552431600,14,1552485600,1552431600,1552485600,1552395994,268,53.87,partly-cloudy-day,0.17,1552439036,1552431600,1552417200,5.93,1552395600,84.71,0.48,84.71,84.71,0.21,53.87,Partly cloudy throughout the day.,84.71
0,49.15,1552489200,1552518000,49.15,1552456800,48.33,1552518000,13,1552572000,1552518000,1552572000,1552482349,283,50.75,clear-day,0.04,1552525463,1552518000,1552503600,5.13,1552489200,83.6,0.55,83.6,83.6,0.24,50.75,Partly cloudy throughout the day.,83.6
0,52.79,1552572000,1552604400,52.79,1552543200,46.63,1552604400,13,1552654800,1552604400,1552654800,1552568721,318,55.83,clear-day,0.06,1552611908,1552604400,1552590000,2.06,1552572000,87.38,0.48,87.38,87.38,0.27,55.83,Partly cloudy throughout the day.,87.38
0,58.75,1552744800,1552770000,58.75,1552716000,46.21,1552770000,10,1552831200,1552770000,1552831200,1552741415,256,58.62,partly-cloudy-day,0.69,1552784744,1552770000,1552759200,4.04,1552744800,82.99,0.45,82.99,82.99,0.35,58.62,Mostly cloudy throughout the day.,82.99
0,58.23,1552744800,1552770000,58.23,1552716000,45.85,1552770000,10,1552831200,1552770000,1552831200,1552741403,255,58.07,partly-cloudy-day,0.69,1552784732,1552770000,1552759200,4.23,1552744800,82.12,0.45,82.12,82.12,0.35,58.07,Mostly cloudy throughout the day.,82.12
0,58.7,1552831200,1552860000,58.7,1552802400,48.77,1552860000,8,1552914000,1552860000,1552914000,1552827762,253,55.84,partly-cloudy-day,0.68,1552871163,1552860000,1552849200,4.15,1552831200,83.41,0.47,83.41,83.41,0.39,55.84,Mostly cloudy throughout the day.,83.41
0,55.16,1552914000,1552942800,55.16,1552888800,46.95,1552942800,11,1553000400,1552942800,1553000400,1552914100,247,47.4,partly-cloudy-day,0.36,1552957573,1552942800,1552932000,5.03,1552914000,82.14,0.51,82.14,82.14,0.43,47.4,Partly cloudy throughout the day.,82.14
0,46.39,1553000400,1553036400,46.39,1552975200,38.4,1553036400,13,1553086800,1553036400,1553086800,1553000423,277,51.33,clear-day,0.0,1553043967,1553036400,1553022000,4.89,1553000400,81.01,0.46,81.01,81.01,0.46,51.33,Clear throughout the day.,81.01
0,43.24,1553000400,1553040000,43.24,1552975200,38.71,1553040000,13,1553086800,1553040000,1553086800,1553000413,275,49.66,clear-day,0.0,1553043957,1553040000,1553022000,3.67,1553000400,75.12,0.52,75.12,75.12,0.46,49.66,Clear throughout the day.,75.12
0,45.52,1553000400,1553040000,45.52,1552975200,38.52,1553040000,13,1553086800,1553040000,1553086800,1553000404,277,51.99,clear-day,0.0,1553043948,1553040000,1553022000,3.66,1553000400,79.81,0.47,79.81,79.81,0.46,51.99,Clear throughout the day.,79.81
0,53.19,1553090400,1553122800,53.19,1553061600,37.68,1553122800,13,1553173200,1553122800,1553173200,1553086800,273,56.88,clear-day,0.09,1553130415,1553122800,1553108400,4.41,1553090400,83.89,0.37,83.89,83.89,0.5,56.88,Partly cloudy throughout the day.,83.89
0,52.31,1553086800,1553126400,52.31,1553061600,37.54,1553126400,13,1553173200,1553126400,1553173200,1553086765,288,54.06,clear-day,0.09,1553130381,1553126400,1553108400,3.32,1553086800,80.22,0.41,80.22,80.22,0.5,54.06,Partly cloudy throughout the day.,80.22
0,53.08,1553180400,1553216400,53.08,1553148000,44.06,1553216400,12,1553263200,1553216400,1553263200,1553173144,303,52.37,clear-day,0.09,1553216831,1553216400,1553194800,3.31,1553180400,84.35,0.45,84.35,84.35,0.54,52.37,Partly cloudy throughout the day.,84.35
0,51.29,1553346000,1553385600,51.29,1553320800,40.63,1553385600,13,1553421600,1553385600,1553421600,1553345791,292,51.01,clear-day,0.04,1553389621,1553385600,1553367600,3.29,1553346000,77.62,0.48,77.62,77.62,0.61,51.01,Partly cloudy throughout the day.,77.62
0,51.64,1553346000,1553385600,51.64,1553320800,40.65,1553385600,13,1553421600,1553385600,1553421600,1553345790,292,51.43,clear-day,0.04,1553389620,1553385600,1553367600,3.29,1553346000,78.49,0.47,78.49,78.49,0.61,51.43,Partly cloudy throughout the day.,78.49
0,53.9,1553346000,1553385600,53.9,1553320800,41.37,1553385600,13,1553421600,1553385600,1553421600,1553345801,283,54.03,clear-day,0.04,1553389630,1553385600,1553367600,3.2,1553346000,83.17,0.44,83.17,83.17,0.61,54.03,Partly cloudy throughout the day.,83.17
0,51.29,1553346000,1553385600,51.29,1553320800,40.67,1553385600,13,1553421600,1553385600,1553421600,1553345792,292,51.03,clear-day,0.04,1553389621,1553385600,1553367600,3.29,1553346000,77.62,0.48,77.62,77.62,0.61,51.03,Partly cloudy throughout the day.,77.62
0,52.42,1553605200,1553641200,52.42,1553580000,27.04,1553641200,12,1553688000,1553641200,1553688000,1553604849,281,57.85,partly-cloudy-day,0.13,1553648894,1553641200,1553623200,4.46,1553605200,89.24,0.19,89.24,89.24,0.72,57.85,Partly cloudy throughout the day.,89.24
0,58.19,1553688000,1553727600,58.19,1553666400,36.66,1553727600,8,1553778000,1553727600,1553778000,1553691218,211,58.88,partly-cloudy-day,0.5,1553735333,1553727600,1553713200,3.11,1553688000,89.16,0.28,89.16,89.16,0.75,58.88,Mostly cloudy throughout the day.,89.16
0,58.23,1553688000,1553727600,58.23,1553666400,36.23,1553727600,8,1553781600,1553727600,1553781600,1553691216,245,57.15,partly-cloudy-day,0.51,1553735331,1553727600,1553713200,4.13,1553688000,89.85,0.28,89.85,89.85,0.75,57.15,Mostly cloudy throughout the day.,89.85
0,58.35,1553688000,1553727600,58.35,1553666400,36.1,1553727600,8,1553781600,1553727600,1553781600,1553691218,246,57.32,partly-cloudy-day,0.51,1553735334,1553727600,1553713200,4.12,1553688000,90.15,0.27,90.15,90.15,0.75,57.32,Mostly cloudy throughout the day.,90.15
0,57.6,1553688000,1553727600,57.6,1553666400,35.45,1553727600,8,1553778000,1553727600,1553778000,1553691189,210,55.48,partly-cloudy-day,0.51,1553735306,1553727600,1553713200,4.28,1553688000,87.4,0.29,87.4,87.4,0.75,55.48,Mostly cloudy throughout the day.,87.4
0,51.52,1553785200,1553814000,51.52,1553752800,33.5,1553814000,13,1553868000,1553814000,1553868000,1553777533,278,58.89,partly-cloudy-day,0.2,1553821721,1553814000,1553799600,3.51,1553785200,85.92,0.28,85.92,85.92,0.78,58.89,Clear throughout the day.,85.92
0,50.91,1553785200,1553814000,50.91,1553752800,33.52,1553814000,14,1553868000,1553814000,1553868000,1553777531,278,58.4,partly-cloudy-day,0.2,1553821718,1553814000,1553799600,3.52,1553785200,84.47,0.29,84.47,84.47,0.78,58.4,Clear throughout the day.,84.47
0,50.75,1553785200,1553814000,50.75,1553752800,33.81,1553814000,14,1553868000,1553814000,1553868000,1553777514,276,58.62,partly-cloudy-day,0.2,1553821700,1553814000,1553799600,3.58,1553785200,84.31,0.3,84.31,84.31,0.78,58.62,Clear throughout the day.,84.31
0,55.33,1554127200,1554159600,55.33,1554098400,27.55,1554159600,13,1554210000,1554159600,1554210000,1554122944,279,53.05,clear-day,0.0,1554167416,1554159600,1554145200,5.5,1554127200,88.18,0.2,88.18,88.18,0.9,53.05,Clear throughout the day.,88.18
0,54.3,1554123600,1554163200,54.3,1554098400,28.34,1554163200,13,1554210000,1554163200,1554210000,1554122899,283,53.36,clear-day,0.0,1554167368,1554163200,1554145200,4.63,1554123600,83.04,0.24,83.04,83.04,0.9,53.36,Clear throughout the day.,83.04
0,56.51,1555336800,1555372800,56.51,1555304400,36.88,1555372800,8,1555419600,1555372800,1555419600,1555331832,239,55.63,partly-cloudy-day,0.56,1555377267,1555372800,1555354800,5.29,1555336800,90.86,0.28,90.86,90.86,0.37,55.63,Mostly cloudy throughout the day.,90.86
0,56.31,1555761600,1555804800,56.31,1555736400,38.43,1555804800,14,1555851600,1555804800,1555851600,1555763600,288,59.05,clear-day,0.1,1555809366,1555804800,1555786800,3.99,1555761600,91.03,0.29,91.03,91.03,0.56,59.05,Partly cloudy throughout the day.,91.03
0,53.27,1555765200,1555801200,53.27,1555736400,37.08,1555801200,14,1555851600,1555801200,1555851600,1555763559,296,55.56,clear-day,0.1,1555809321,1555801200,1555786800,3.33,1555765200,83.05,0.34,83.05,83.05,0.56,55.56,Partly cloudy throughout the day.,83.05
0,53.28,1555765200,1555801200,53.28,1555736400,37.08,1555801200,14,1555851600,1555801200,1555851600,1555763559,296,55.58,clear-day,0.1,1555809321,1555801200,1555786800,3.34,1555765200,83.08,0.34,83.08,83.08,0.56,55.58,Partly cloudy throughout the day.,83.08
0,56.01,1555761600,1555801200,56.01,1555736400,36.74,1555801200,14,1555851600,1555801200,1555851600,1555763582,289,58.19,clear-day,0.1,1555809355,1555801200,1555786800,4.07,1555761600,90.08,0.28,90.08,90.08,0.56,58.19,Partly cloudy throughout the day.,90.08
0,54.6,1556110800,1556139600,54.6,1556082000,25.2,1556139600,8,1556197200,1556139600,1556197200,1556108979,288,56.49,partly-cloudy-day,0.69,1556155008,1556139600,1556132400,4.04,1556110800,80.49,0.21,80.49,80.49,0.69,56.49,Mostly cloudy throughout the day.,80.49
0,55.37,1556287200,1556323200,55.37,1556254800,35.89,1556323200,10,1556370000,1556323200,1556370000,1556281745,297,62.39,partly-cloudy-day,0.41,1556327899,1556323200,1556305200,4.13,1556287200,93.97,0.25,93.97,93.97,0.75,62.39,Partly cloudy throughout the day.,93.97
0,60.57,1556373600,1556406000,60.57,1556341200,36.09,1556406000,11,1556456400,1556406000,1556456400,1556368089,252,59.57,partly-cloudy-day,0.43,1556414309,1556406000,1556384400,5.25,1556373600,91.49,0.26,91.49,91.49,0.78,59.57,Partly cloudy throughout the day.,91.49
0,61.88,1556542800,1556575200,61.88,1556514000,39.37,1556575200,11,1556629200,1556575200,1556629200,1556540778,277,57.36,partly-cloudy-day,0.45,1556587107,1556575200,1556564400,4.48,1556542800,85.74,0.31,85.74,85.74,0.84,57.36,Mostly cloudy throughout the day.,85.74
0,65.21,1556802000,1556834400,65.21,1556773200,31.7,1556834400,14,1556888400,1556834400,1556888400,1556799864,270,59.45,clear-day,0.04,1556846378,1556834400,1556823600,5.55,1556802000,90.52,0.23,90.52,90.52,0.94,59.45,Clear throughout the day.,90.52
0,58.18,1556888400,1556928000,58.18,1556859600,27.89,1556928000,14,1556974800,1556928000,1556974800,1556886242,275,61.49,partly-cloudy-day,0.28,1556932810,1556928000,1556910000,5.65,1556888400,85.19,0.2,85.19,85.19,0.97,61.49,Mostly cloudy throughout the day.,85.19
0,60.45,1556888400,1556928000,60.45,1556859600,28.33,1556928000,14,1556974800,1556928000,1556974800,1556886274,277,63.64,partly-cloudy-day,0.28,1556932850,1556928000,1556910000,4.98,1556888400,91.29,0.18,91.29,91.29,0.97,63.64,Mostly cloudy throughout the day.,91.29
0,62.72,1559480400,1559505600,62.72,1559451600,54.03,1559505600,13,1559563200,1559505600,1559563200,1559477657,290,62.28,rain,0.67,1559525567,1559505600,1559502000,3.83,1559480400,82.86,0.55,82.86,82.86,0.99,61.84,"Rain until morning, starting again in the evening.",82.86
0,57.08,1561986000,1562011200,57.14,1561957200,56.03,1562011200,8,1562058000,1562011200,1562058000,1561983491,325,58.61,rain,0.58,1562031614,1562011200,1562014800,1.54,1561986000,78.96,0.71,78.96,78.96,0.97,58.61,"Possible light rain until morning, starting again in the evening.",78.96
0,62.09,1562058000,1562104800,62.09,1562043600,55.07,1562104800,7,1562158800,1562104800,1562158800,1562069929,263,60.8,rain,0.71,1562118040,1562104800,1562094000,4.06,1562058000,86.7,0.6,86.7,86.7,0.01,60.69,"Possible light rain until morning, starting again in the evening.",86.7
0,60.07,1562158800,1562191200,60.37,1562130000,57.87,1562191200,8,1562245200,1562191200,1562245200,1562156342,51,61.7,rain,0.64,1562204383,1562191200,1562173200,2.37,1562158800,81.88,0.68,81.88,81.88,0.05,61.63,Possible light rain in the evening and overnight.,81.88
0,57.18,1562158800,1562194800,57.3,1562130000,57.65,1562194800,8,1562245200,1562194800,1562245200,1562156331,66,58.99,rain,0.64,1562204374,1562194800,1562173200,2.35,1562158800,76.63,0.78,76.63,76.63,0.05,58.75,Possible light rain in the evening and overnight.,76.63
0,56.32,1562158800,1562194800,56.36,1562130000,57.51,1562194800,8,1562245200,1562194800,1562245200,1562156331,24,58.4,rain,0.64,1562204402,1562194800,1562173200,2.15,1562158800,77.01,0.79,77.01,77.01,0.05,58.18,Possible light rain in the evening.,77.01
0,57.27,1564747200,1564779600,58.06,1564722000,61.43,1564779600,7,1564833600,1564779600,1564833600,1564749048,265,58.04,partly-cloudy-day,0.76,1564796026,1564779600,1564772400,2.42,1564747200,83.52,0.8,83.49,83.52,0.08,57.25,Mostly cloudy throughout the day.,83.49
0,57.27,1564747200,1564779600,58.06,1564722000,61.42,1564779600,7,1564833600,1564779600,1564833600,1564749040,265,58.04,partly-cloudy-day,0.76,1564796019,1564779600,1564772400,2.42,1564747200,83.52,0.8,83.48,83.52,0.08,57.25,Mostly cloudy throughout the day.,83.48
0,57.22,1564747200,1564779600,57.99,1564722000,61.36,1564779600,7,1564833600,1564779600,1564833600,1564748999,263,57.97,partly-cloudy-day,0.77,1564795977,1564779600,1564772400,2.5,1564747200,83.5,0.8,83.43,83.5,0.08,57.2,Mostly cloudy throughout the day.,83.43
0,57.19,1564833600,1564866000,57.96,1564808400,61.35,1564866000,7,1564920000,1564866000,1564920000,1564835416,263,57.95,partly-cloudy-day,0.77,1564882341,1564866000,1564858800,2.5,1564833600,83.48,0.8,83.41,83.48,0.12,57.18,Mostly cloudy throughout the day.,83.41
0,57.22,1564833600,1564866000,58.0,1564808400,61.38,1564866000,7,1564920000,1564866000,1564920000,1564835441,264,57.99,partly-cloudy-day,0.76,1564882367,1564866000,1564858800,2.45,1564833600,83.49,0.8,83.44,83.49,0.12,57.21,Mostly cloudy throughout the day.,83.44
0,57.2,1564833600,1564866000,57.97,1564808400,61.35,1564866000,7,1564920000,1564866000,1564920000,1564835419,264,57.95,partly-cloudy-day,0.77,1564882345,1564866000,1564858800,2.49,1564833600,83.48,0.8,83.41,83.48,0.12,57.18,Mostly cloudy throughout the day.,83.41
0,57.53,1567425600,1567458000,58.12,1567400400,60.43,1567458000,7,1567512000,1567458000,1567512000,1567428006,271,58.13,partly-cloudy-day,0.71,1567473073,1567458000,1567450800,2.37,1567425600,83.75,0.77,83.75,83.75,0.14,57.55,Mostly cloudy throughout the day.,83.75
0,57.47,1567512000,1567544400,58.02,1567486800,60.24,1567544400,7,1567598400,1567544400,1567598400,1567514397,269,58.02,partly-cloudy-day,0.71,1567559387,1567544400,1567537200,2.5,1567512000,83.7,0.76,83.7,83.7,0.18,57.49,Mostly cloudy throughout the day.,83.7
0,57.48,1567512000,1567544400,58.02,1567486800,60.24,1567544400,7,1567598400,1567544400,1567598400,1567514398,269,58.03,partly-cloudy-day,0.71,1567559388,1567544400,1567537200,2.5,1567512000,83.7,0.76,83.7,83.7,0.18,57.49,Mostly cloudy throughout the day.,83.7
0,57.01,1570014000,1570050000,57.13,1569992400,57.85,1570050000,7,1570100400,1570050000,1570100400,1570020385,274,57.04,partly-cloudy-day,0.54,1570063350,1570050000,1570042800,2.49,1570014000,83.13,0.71,83.13,83.13,0.16,56.93,Mostly cloudy throughout the day.,83.13
