,zona,paraje,municipio,coordenadas_geo_norte,coordenadas_geo_oeste,causa,fecha_de_registro,estrato_afectado_forestal_hojarasca,estrato_afectado_forestal_pasto,estrato_afectado_forestal_arbusto,estrato_afectado_forestal_renuevo,estrato_afectado_no_forestal_cultivos,estrato_afectado_no_forestal_pastizal,estrato_afectado_no_forestal_otros,superficie_afectada_total,num_de_participantes
147,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN,20.62388888888889,103.50333333333333,INTENCIONAL,2019-03-24,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,20.0
148,ZI,EL GUAJOLOTE ,TALA,20.59286111111111,103.67091666666667,PASEANTES,2019-03-25,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,16.0
149,ZI,PRESA DE HUAXTLA,EL ARENAL,20.713555555555555,103.59386111111111,DESCONOCIDA,2019-03-27,0.0,0.0,6.14,0.0,0.0,0.0,0.0,6.14,8.0
150,ZI,LOS BAÑITOS,TALA,20.651916666666665,103.6871388888889,PASEANTES,2019-03-28,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.92,9.0
151,ZI,CORRAL FALSO,TALA,20.67163888888889,103.67986111111112,QUEMA AGRICOLA,2019-03-28,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.32,9.0
152,ZI,LOS CHORRITOS,TALA,20.688777777777776,103.69041666666666,DESCONOCIDA,2019-03-28,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,5.0
153,ZI,EL RETEN,ZAPOPAN,20.72922222222222,103.57205555555555,DESCONOCIDA,2019-03-28,0.0,2.92,0.0,0.0,0.0,0.0,0.0,2.92,37.0
154,ZP,CALLEJON DE LA ARDILLA,ZAPOPAN,20.71247222222222,103.56441666666666,INTENCIONAL,2019-03-29,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.28,21.0
155,ZP,MESA DEL RANCHO,ZAPOPAN,20.705861111111112,103.55427777777777,INTENCIONAL,2019-03-29,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,11.0
156,ZI,EL TIZATE,ZAPOPAN,20.639222222222223,103.48183333333334,INTENCIONAL,2019-03-29,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,23.0
157,ZI,EL CALAVOZ,ZAPOPAN,20.72063888888889,103.56191666666666,DESCONOCIDA,2019-03-31,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,6.0
158,ZI,LAS TINAJITAS,EL ARENAL,20.69772222222222,103.67916666666667,VANDALISMO ,2019-04-02,0.0,2.9,0.0,0.0,0.0,0.0,0.0,2.9,28.0
159,ZP,CERRO PELON,ZAPOPAN,20.64638888888889,103.48508333333334,INTENCIONAL,2019-04-02,1.0,0.49,0.0,0.0,0.0,0.0,0.0,1.49,37.0
160,ZP,CERO DEL COLLI,ZAPOPAN,20.65347222222222,103.47297222222223,DESCONOCIDA,2019-04-13,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.65,15.0
161,ZP,SAN JOSE DE LA MONTAÑA,TLAJOMULCO,20.625833333333333,103.5038888888889,INTENCIONAL,2019-04-15,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,26.0
162,ZI,CORRAL FALSO,ZAPOPAN,20.67288888888889,103.687,DESCONOCIDA,2019-04-16,0.0,0.0,0.0,0.0,0.0,16.19,0.0,16.19,11.0
163,ZP,SAN JOSE DE LA MONTAÑA,TALA,20.62702777777778,103.50622222222222,INTENCIONAL,2019-04-17,3.67,0.0,0.0,0.0,0.0,0.0,0.0,3.67,98.0
164,ZP,EL TECUAN,ZAPOPAN,20.614694444444446,103.51894444444444,INTENCIONAL,2019-04-17,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.12,16.0
165,ZI,BUGAMBILIAS,ZAPOPAN,20.61502777777778,103.45861111111111,INTENCIONAL,2019-04-17,0.0,0.0,5.24,0.0,0.0,0.0,0.0,5.24,16.0
166,ZI,RANCHO CONTENTO,ZAPOPAN,20.71313888888889,103.48486111111112,QUEMA DE BASURA,2019-04-17,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,18.0
167,ZI,LAS TORRES,ZAPOPAN,20.6585,103.68330555555556,PASEANTES,2019-04-21,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,11.0
168,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN ,20.626083333333334,103.50413888888889,INTENCIONAL,2019-04-21,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.26,31.0
169,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN,20.62586111111111,103.504,INTENCIONAL,2019-04-21,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,31.0
170,ZI,LOS CERRITOS,TALA,20.719111111111108,103.62294444444444,DESCONOCIDA,2019-04-21,0.0,1.36,0.0,0.0,0.0,0.0,0.0,1.36,38.0
171,ZP,MESAS DEL RANCHO,EL ARENAL,20.706222222222223,103.55752777777778,DESCONOCIDA,2019-04-24,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,16.0
172,ZP,CAMINO AL ARENERO,ZAPOPAN,20.69986111111111,103.49227777777777,DESCONOCIDA,2019-04-25,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.72,23.0
173,ZI,CHORROS DE TALA,ZAPOPAN,20.688,103.69019444444444,PASEANTES,2019-04-27,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,9.0
174,ZP,EL ROBLE,TALA,20.715777777777777,103.63227777777777,QUEMA AGRICOLA,2019-04-28,0.0,0.0539,0.0,0.0,0.0,0.0,0.0,0.0539,11.0
175,ZI,LA CAPILLA,EL ARENAL,20.617916666666666,103.46027777777778,INTENCIONAL,2019-04-30,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.75,33.0
176,ZI,LA HIEDRA,EL ARENAL,20.692055555555555,103.65394444444445,QUEMA DE BASURA,2019-05-02,0.0,1.36,0.0,0.0,0.0,0.0,0.0,1.36,8.0
177,ZP,CERRO EL COLLI,ZAPOPAN,20.65233333333333,103.45197222222222,QUEMA DE BASURA,2019-05-03,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0
178,ZI,EL MILAGRO,ZAPOPAN,20.623722222222224,103.49727777777778,QUEMA DE BASURA,2019-05-04,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,10.0
179,ZP,MESA DE NOPAL,TALA,20.676222222222222,103.64744444444445,QUEMA AGRICOLA,2019-05-04,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.04,22.0
180,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN,20.618944444444445,103.50191666666667,INTENCIONAL,2019-06-03,24.7,0.0,0.0,0.0,0.0,0.0,0.0,24.7,114.0
181,ZP,CHATO ROJAS,ZAPOPAN,20.70627777777778,103.53230555555555,REACTIVACIÓN,2019-07-02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,5.0
182,ZI,LA TIZNADA,EL ARENAL,20.723027777777776,103.62033333333332,QUEMA AGRICOLA,2019-07-03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
183,ZI,LA ESTACIÓN,TLAJOMULCO,20.50047222222222,103.48522222222222,DESCONOCIDA,2019-07-04,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,16.0
184,ZI,RANCHO EL CALVARIO,TLAJOMULCO,20.509333333333334,103.44369444444445,DESCONOCIDA,2019-07-04,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0
185,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN,20.631972222222224,103.50202777777778,INTENCIONAL,2019-07-04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,19.0
186,ZI,CHORROS DE TALA,TALA,20.697194444444445,103.68886111111111,VANDALISMO,2019-08-03,33.96,0.0,0.0,0.0,0.0,0.0,0.0,33.96,15.0
187,ZI,SAN FRANCISCO 1,EL ARENAL,20.70663888888889,103.65691666666667,DESCONOCIDA,2019-08-03,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,10.0
188,ZP,CERRO DEL CHAPULIN,ZAPOPAN,20.69911111111111,103.48202777777777,INTENCIONAL,2019-08-03,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,8.0
189,ZI,EL BAJIO,ZAPOPAN,20.699,103.45894444444444,DESCONOCIDA,2019-08-04,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.39,17.0
190,ZP,CALLEJON DE LA ARDILLA,ZAPOPAN,20.70235,103.56691666666666,PASEANTES,2019-08-04,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.1,29.0
191,ZI,CAMINO AL ARENERO,ZAPOPAN,20.70075,103.47527777777778,DESCONOCIDA,2019-08-04,0.0,1.91,0.0,0.0,0.0,0.0,0.0,1.91,15.0
192,ZI,LA TIZNADA,EL ARENAL,20.729999999999997,103.61991666666665,QUEMA AGRICOLA,2019-09-03,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,8.0
193,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN,20.62375,103.50397222222222,INTENCIONAL,2019-09-04,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,34.0
194,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN,20.62472222222222,103.5075,INTENCIONAL,2019-09-04,30.54,15.0,3.0,1.0,0.0,0.0,0.0,57.54,144.0
195,ZP,CERRO DE LA VIRGEN,ZAPOPAN,20.701138888888888,103.48913888888889,INTENCIONAL,2019-10-03,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.32,29.0
196,ZI,EL TANQUE,ZAPOPAN,20.727305555555553,103.55624999999999,DESCONOCIDA,2019-10-04,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,5.0
197,ZI,CERRO DEL 18,ZAPOPAN,20.723333333333333,103.50747222222222,DESCONOCIDA,2019-11-02,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.27,23.0
198,ZP,LA CEBADA,ZAPOPAN,20.612861111111112,103.51930555555556,DESCONOCIDA,2019-11-03,0.08,0.3,0.0,0.0,0.0,0.0,0.0,0.38,45.0
199,ZI,VILLA FELICIDAD,TALA,20.656,103.69002777777779,FOGATA,2019-11-03,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.47,9.0
200,ZP,CERRO DEL 18,ZAPOPAN,20.7185,103.5045,INTENCIONAL,2019-11-03,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0
201,ZP,SAN JOSE DE LA MONTAÑA,ZAPOPAN,20.63536111111111,103.49672222222222,INTENCIONAL,2019-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,152.0
202,ZP,EL CULEBREADO,ZAPOPAN,20.627222222222223,103.5526111111111,VANDALISMO,2019-12-02,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.48,44.0
203,ZI,EL REVENTON,ZAPOPAN,20.72536111111111,103.577,DESCONOCIDA,2019-12-03,0.0,10.12,0.0,0.0,0.0,0.0,0.0,10.12,61.0
204,ZP,LOS AZADORES,ZAPOPAN,20.569494444444445,103.51597222222222,QUEMA AGRICOLA,2019-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.0,615.0
